168,CG23-TC2-5,TC2,5,"charcoal, radiocarbon dating",10,"big ol' hunk of charcoal from the very base of the layer, right above basalt. was mostly buried.",NA,2023-07-03,,,3
169,CG23-TC2-6,TC2,5,basalt clast,-45,spheroidally weathered basalt clast.,Grey: 2.5Y 5-2 Weathered: 7.5YR 5-4,2023-07-03,,,4
170,CG23-TC2-7,TC2,5,basalt clast,-10,fractured top of the basalt layer.,2.5Y 4-1,2023-07-03,,,4
171,CG23-TC2-8,TC2,5,basalt sample,-73,"crumbly basalt from the middle of the layer. mushes more than it breaks when struck (maybe b/c clay, maybe b/c wet?). some was dug out, some pulled from surface. there's orange material in the vesicles.",10YR 5-4,2023-07-03,,,5
172,CG23-TC2-9,TC2,5,basalt (?) material,-100,dark black material from surface of lower basalt clasts in layer above contact with lower basalt flow. also has orange material.,,2023-07-03,,,5
173,HC23-WEH1-1,WEH1,4,basalt sample,70,"middle of lookingglass basalt, platy clast taken from surface. unwedged by hand.",10YR 5-4,2023-07-06,,,1
174,HC23-WEH1-2,WEH1,4,basalt sample,30,lower middle of lookingglass basalt. blocky clasts between platy basalt and rubblely basalt,10YR 4-2,2023-07-06,,,1
175,HC23-WEH1-3,WEH1,4,"sediment sample, xrf",-3,"platy red, likely cooked, sediment from right below contact. noteable lack of obvious visible basalt clasts.",2.5YR 4-6,2023-07-06,,,2
176,HC23-WEH1-4,WEH1,4,basalt sample,-7,"vesicular basalt from the top of layer, as close to contact as possible. vesicular and crumbly. surrounded by red material.",5YR 4-4,2023-07-06,,,3
177,HC23-WEH1-5,WEH1,4,basalt sample,-52,"vesicular basalt from larger clast lower in the layer (towards center of ~30cm width core). below surface, large amounts of green/yellow oxide mineral accumulation. also reddened basalt.",2.5YR 5-4,2023-07-06,,,3
178,HC23-WEH1-6,WEH1,4,sediment sample,-60,"red material at the very base of layer. some parts of it were easy to remove with trowel (like clay) while other parts (moving to the right) were more solid/resistant, came out in chunks.",2.5YR 4-8,2023-07-06,,,3
179,HC23-WEH1-7,WEH1,4,"sediment sample, xrf",-45,"likely same material as HC23-WEH1-6 but from higher up in the layer, right below clast.",2.5YR 4-8,2023-07-06,,,3
180,HC23-WEH1-8,WEH1,4,basalt sample,-122,"lowest basalt exposed in the outcrop, from the N2. red with large vesicles. taken from beneath exposed surface.",Black: 7.5YR 2.5-1 Red: 2.5YR 4-4,2023-07-06,,,4
181,HC23-WEH1-9,WEH1,4,"basalt sample, xrf, thin section",-92,"basalt from the middle of the exposed N2. As high as possible with it being soild (above it has basalt that simply crumbles off at surface, more priable).",5YR 5-3,2023-07-06,,,4
182,HC23-WEH1-10,WEH1,4,oxides + basalt,-92,"fracture filling material with the bordering heavily oxidized basalt. based on ping test, the basalt by the fracture isn't as weathered as it appeared.",2.5YR 5-4,2023-07-06,,,4
183,HC23-WEH1-11,WEH1,4,sediment sample,-12.5,dark red material from right outcrop. layer had no basalt clasts.,2.5YR 4-8,2023-07-06,,,5
184,HC23-WEH1-12,WEH1,4,sediment sample (for thin section),-12.5,"dark red material from right outcrop, same as HC23-WEH1-11. Larger piece for thin section. Original orientation is recorded with arrow pointing up.",,2023-07-06,,,5
185,HC23-WEH1-13,WEH1,4,"sediment sample, xrf",-50,red material from between the basalt clasts in the right outcrop. basalt clasts were smaller and less frequent than main outcrop.,10R 4-6,2023-07-06,,,4
